transaction_id,date,year,month,quarter,day_of_week,product_category,region,channel,salesperson_id,quantity,unit_price,discount,revenue,profit,customer_churned,revenue_band,is_discounted
TXN004131,2021-08-17,2021,8,3,Tuesday,Books,West,Mobile App,SP_034,6,27.68,0.05,157.78,109.15,0,XS,1
TXN000001,2021-08-17,2021,8,3,Tuesday,Electronics,East,Retail Store,SP_015,6,463.65,0.0,2781.9,843.76,1,L,0
TXN000862,2021-08-17,2021,8,3,Tuesday,Books,South,Retail Store,SP_029,7,24.19,0.0,169.33,128.36,1,XS,0
TXN001847,2021-08-17,2021,8,3,Tuesday,Sports,South,Mobile App,SP_001,9,103.12,0.0,928.08,336.4,0,M,0
TXN002130,2021-08-18,2021,8,3,Wednesday,Books,Central,Online,SP_034,6,23.95,0.0,143.7,91.31,1,XS,0
TXN004697,2021-08-19,2021,8,3,Thursday,Clothing,Central,Online,SP_037,9,81.01,0.2,583.27,344.9,0,M,1
TXN002962,2021-08-19,2021,8,3,Thursday,Home Goods,West,Online,SP_006,6,124.77,0.05,711.19,307.36,0,M,1
TXN003204,2021-08-19,2021,8,3,Thursday,Books,Central,Retail Store,SP_037,6,21.71,0.0,130.26,86.71,0,XS,0
TXN004914,2021-08-19,2021,8,3,Thursday,Books,East,Mobile App,SP_023,8,26.35,0.0,210.8,149.18,0,S,0
TXN000556,2021-08-20,2021,8,3,Friday,Clothing,North,Retail Store,SP_007,5,72.45,0.05,344.14,183.24,0,S,1
TXN001928,2021-08-20,2021,8,3,Friday,Sports,West,Retail Store,SP_032,14,92.68,0.1,1167.77,508.25,0,L,1
TXN002352,2021-08-20,2021,8,3,Friday,Books,West,Mobile App,SP_038,9,21.28,0.1,172.37,129.1,0,XS,1
TXN000985,2021-08-20,2021,8,3,Friday,Home Goods,North,Mobile App,SP_008,4,134.03,0.05,509.31,223.21,0,M,1
TXN004301,2021-08-21,2021,8,3,Saturday,Sports,South,Retail Store,SP_026,5,96.52,0.0,482.6,202.67,1,S,0
TXN000126,2021-08-21,2021,8,3,Saturday,Sports,North,Retail Store,SP_032,8,92.12,0.15,626.42,245.67,0,M,1
TXN003528,2021-08-21,2021,8,3,Saturday,Home Goods,North,Mobile App,SP_018,4,106.52,0.2,340.86,142.53,0,S,1
TXN002032,2021-08-21,2021,8,3,Saturday,Clothing,West,Online,SP_003,6,83.99,0.0,503.94,258.36,0,M,0
TXN003855,2021-08-22,2021,8,3,Sunday,Home Goods,Central,Mobile App,SP_003,10,122.29,0.0,1222.9,461.53,0,L,0
TXN000370,2021-08-22,2021,8,3,Sunday,Books,South,Retail Store,SP_036,3,25.31,0.0,75.93,52.23,0,XS,0
TXN000897,2021-08-22,2021,8,3,Sunday,Sports,Central,Retail Store,SP_005,23,89.92,0.1,1861.34,587.07,0,L,1
TXN000613,2021-08-23,2021,8,3,Monday,Clothing,Central,Online,SP_036,9,70.96,0.05,606.71,340.68,0,M,1
TXN000824,2021-08-23,2021,8,3,Monday,Electronics,Central,Online,SP_014,11,429.22,0.05,4485.35,1091.43,0,L,1
TXN002850,2021-08-23,2021,8,3,Monday,Books,North,Wholesale,SP_026,5,27.3,0.1,122.85,77.21,0,XS,1
TXN003356,2021-08-23,2021,8,3,Monday,Sports,North,Retail Store,SP_027,17,84.12,0.05,1358.54,421.1,1,L,1
TXN004212,2021-08-23,2021,8,3,Monday,Books,West,Online,SP_008,11,27.5,0.05,287.38,197.88,0,S,1
TXN000085,2021-08-23,2021,8,3,Monday,Books,South,Mobile App,SP_017,5,25.31,0.1,113.89,85.07,1,XS,1
TXN000173,2021-08-23,2021,8,3,Monday,Books,South,Mobile App,SP_029,11,22.76,0.15,212.81,124.97,0,S,1
TXN002362,2021-08-24,2021,8,3,Tuesday,Books,East,Wholesale,SP_017,3,27.23,0.0,81.69,53.0,0,XS,0
TXN004876,2021-08-24,2021,8,3,Tuesday,Sports,Central,Retail Store,SP_015,13,104.31,0.0,1356.03,494.75,0,L,0
TXN003692,2021-08-25,2021,8,3,Wednesday,Clothing,East,Online,SP_021,3,81.76,0.0,245.28,154.34,0,S,0
TXN001654,2021-08-25,2021,8,3,Wednesday,Clothing,West,Mobile App,SP_024,4,80.51,0.0,322.04,160.86,0,S,0
TXN000437,2021-08-25,2021,8,3,Wednesday,Clothing,Central,Online,SP_003,4,73.78,0.15,250.85,155.44,1,S,1
TXN004229,2021-08-25,2021,8,3,Wednesday,Books,West,Mobile App,SP_030,12,26.5,0.05,302.1,224.92,0,S,1
TXN003802,2021-08-26,2021,8,3,Thursday,Electronics,Central,Wholesale,SP_009,11,491.22,0.0,5403.42,1725.46,0,XL,0
TXN000431,2021-08-26,2021,8,3,Thursday,Sports,Central,Online,SP_020,6,93.55,0.1,505.17,197.92,0,M,1
TXN000544,2021-08-26,2021,8,3,Thursday,Sports,West,Mobile App,SP_008,18,88.41,0.05,1511.81,464.42,0,L,1
TXN003151,2021-08-26,2021,8,3,Thursday,Sports,North,Retail Store,SP_021,4,88.24,0.0,352.96,129.07,1,S,0
TXN000911,2021-08-26,2021,8,3,Thursday,Electronics,South,Mobile App,SP_038,5,407.16,0.05,1934.01,595.79,0,L,1
TXN004818,2021-08-26,2021,8,3,Thursday,Home Goods,North,Retail Store,SP_037,1,130.95,0.1,117.85,54.22,0,XS,1
TXN000866,2021-08-26,2021,8,3,Thursday,Electronics,South,Mobile App,SP_026,5,410.2,0.05,1948.45,608.54,0,L,1
TXN001782,2021-08-26,2021,8,3,Thursday,Books,West,Wholesale,SP_031,8,26.72,0.1,192.38,121.4,0,XS,1
TXN001089,2021-08-27,2021,8,3,Friday,Clothing,South,Mobile App,SP_032,11,76.31,0.05,797.44,360.81,0,M,1
TXN002763,2021-08-27,2021,8,3,Friday,Electronics,West,Mobile App,SP_029,5,410.25,0.0,2051.25,599.55,1,L,0
TXN002583,2021-08-27,2021,8,3,Friday,Electronics,West,Mobile App,SP_030,3,467.54,0.0,1402.62,437.68,0,L,0
TXN001992,2021-08-27,2021,8,3,Friday,Home Goods,North,Retail Store,SP_022,5,111.32,0.2,445.28,205.63,0,S,1
TXN002291,2021-08-27,2021,8,3,Friday,Books,South,Mobile App,SP_032,4,23.43,0.05,89.03,51.97,0,XS,1
TXN000663,2021-08-28,2021,8,3,Saturday,Books,East,Wholesale,SP_029,10,28.33,0.2,226.64,137.65,0,S,1
TXN004235,2021-08-28,2021,8,3,Saturday,Books,North,Wholesale,SP_025,6,25.58,0.0,153.48,100.43,0,XS,0
TXN004169,2021-08-29,2021,8,3,Sunday,Clothing,West,Retail Store,SP_016,4,71.25,0.0,285.0,169.04,0,S,0
TXN004727,2021-08-29,2021,8,3,Sunday,Sports,South,Retail Store,SP_011,12,102.19,0.05,1164.97,354.37,0,L,1
TXN001732,2021-08-29,2021,8,3,Sunday,Clothing,Central,Mobile App,SP_025,9,84.42,0.1,683.8,358.15,0,M,1
TXN004904,2021-08-29,2021,8,3,Sunday,Home Goods,Central,Retail Store,SP_026,3,132.83,0.05,378.57,170.57,0,S,1
TXN003694,2021-08-29,2021,8,3,Sunday,Home Goods,West,Online,SP_039,9,131.92,0.1,1068.55,492.77,0,L,1
TXN000806,2021-08-30,2021,8,3,Monday,Clothing,Central,Mobile App,SP_027,4,75.03,0.0,300.12,134.92,0,S,0
TXN004979,2021-08-30,2021,8,3,Monday,Sports,Central,Retail Store,SP_025,10,92.13,0.1,829.17,285.87,0,M,1
TXN001106,2021-08-30,2021,8,3,Monday,Clothing,East,Retail Store,SP_019,6,70.09,0.1,378.49,198.35,0,S,1
TXN000530,2021-08-30,2021,8,3,Monday,Sports,North,Online,SP_031,7,96.42,0.15,573.7,228.43,0,M,1
TXN002423,2021-08-30,2021,8,3,Monday,Sports,West,Online,SP_029,11,97.68,0.0,1074.48,339.47,1,L,0
TXN000772,2021-08-31,2021,8,3,Tuesday,Clothing,East,Retail Store,SP_002,9,64.44,0.1,521.96,244.8,0,M,1
TXN002569,2021-08-31,2021,8,3,Tuesday,Books,North,Online,SP_014,4,25.99,0.0,103.96,78.74,0,XS,0
TXN004567,2021-08-31,2021,8,3,Tuesday,Sports,North,Mobile App,SP_032,21,104.12,0.15,1858.54,726.96,1,L,1
TXN000634,2021-08-31,2021,8,3,Tuesday,Clothing,West,Wholesale,SP_008,7,82.88,0.05,551.15,268.31,0,M,1
TXN000975,2021-08-31,2021,8,3,Tuesday,Clothing,South,Retail Store,SP_015,6,82.91,0.0,497.46,318.06,1,S,0
TXN003862,2021-09-01,2021,9,3,Wednesday,Books,North,Mobile App,SP_011,9,27.2,0.15,208.08,124.37,1,S,1
TXN002336,2021-09-01,2021,9,3,Wednesday,Electronics,East,Retail Store,SP_003,2,398.53,0.05,757.21,195.93,0,M,1
TXN000652,2021-09-01,2021,9,3,Wednesday,Clothing,West,Retail Store,SP_007,10,68.77,0.0,687.7,442.13,0,M,0
TXN000999,2021-09-01,2021,9,3,Wednesday,Sports,West,Wholesale,SP_025,5,102.31,0.05,485.97,170.6,1,S,1
TXN002000,2021-09-02,2021,9,3,Thursday,Sports,South,Online,SP_036,6,95.54,0.1,515.92,187.14,0,M,1
TXN001967,2021-09-02,2021,9,3,Thursday,Home Goods,North,Online,SP_026,7,113.87,0.05,757.24,331.95,0,M,1
TXN004282,2021-09-02,2021,9,3,Thursday,Books,South,Wholesale,SP_009,7,27.27,0.0,190.89,126.32,0,XS,0
TXN000965,2021-09-02,2021,9,3,Thursday,Home Goods,Central,Online,SP_017,3,112.99,0.0,338.97,166.6,1,S,0
TXN001837,2021-09-02,2021,9,3,Thursday,Clothing,East,Mobile App,SP_030,9,78.16,0.05,668.27,429.21,0,M,1
TXN003189,2021-09-02,2021,9,3,Thursday,Electronics,West,Retail Store,SP_036,7,509.44,0.05,3387.78,1122.59,0,L,1
TXN003428,2021-09-02,2021,9,3,Thursday,Electronics,Central,Mobile App,SP_003,6,433.4,0.0,2600.4,687.79,0,L,0
TXN000453,2021-09-03,2021,9,3,Friday,Electronics,South,Wholesale,SP_039,9,476.32,0.0,4286.88,1207.61,0,L,0
TXN001676,2021-09-03,2021,9,3,Friday,Sports,West,Mobile App,SP_017,7,88.51,0.0,619.57,231.13,1,M,0
TXN002492,2021-09-03,2021,9,3,Friday,Books,Central,Online,SP_008,6,23.74,0.15,121.07,88.27,0,XS,1
TXN003333,2021-09-04,2021,9,3,Saturday,Books,South,Retail Store,SP_012,8,24.21,0.05,184.0,110.43,0,XS,1
TXN002600,2021-09-04,2021,9,3,Saturday,Sports,East,Retail Store,SP_037,12,94.81,0.2,910.18,278.36,0,M,1
TXN001377,2021-09-04,2021,9,3,Saturday,Clothing,West,Online,SP_018,14,78.93,0.2,884.02,535.5,0,M,1
TXN001977,2021-09-04,2021,9,3,Saturday,Home Goods,East,Online,SP_023,8,113.2,0.1,815.04,292.56,0,M,1
TXN004331,2021-09-04,2021,9,3,Saturday,Sports,South,Online,SP_035,1,88.32,0.1,79.49,28.23,0,XS,1
TXN002432,2021-09-04,2021,9,3,Saturday,Home Goods,South,Wholesale,SP_026,5,106.59,0.05,506.3,180.02,0,M,1
TXN002083,2021-09-04,2021,9,3,Saturday,Home Goods,North,Retail Store,SP_034,3,131.04,0.1,353.81,166.28,0,S,1
TXN001026,2021-09-05,2021,9,3,Sunday,Books,Central,Wholesale,SP_032,6,23.14,0.15,118.01,74.54,0,XS,1
TXN002841,2021-09-05,2021,9,3,Sunday,Books,South,Retail Store,SP_025,5,26.0,0.0,130.0,79.57,1,XS,0
TXN001659,2021-09-05,2021,9,3,Sunday,Sports,East,Mobile App,SP_007,9,95.63,0.0,860.67,287.04,1,M,0
TXN001148,2021-09-05,2021,9,3,Sunday,Electronics,South,Retail Store,SP_039,6,475.35,0.05,2709.5,749.93,0,L,1
TXN001578,2021-09-05,2021,9,3,Sunday,Books,North,Retail Store,SP_014,3,23.11,0.0,69.33,48.4,1,XS,0
TXN002136,2021-09-05,2021,9,3,Sunday,Clothing,South,Online,SP_005,13,73.82,0.0,959.66,571.5,0,M,0
TXN003059,2021-09-06,2021,9,3,Monday,Clothing,West,Online,SP_037,16,65.67,0.0,1050.72,662.28,0,L,0
TXN000070,2021-09-06,2021,9,3,Monday,Sports,South,Mobile App,SP_034,5,84.99,0.2,339.96,124.77,0,S,1
TXN002884,2021-09-06,2021,9,3,Monday,Sports,Central,Retail Store,SP_039,10,95.36,0.0,953.6,385.15,0,M,0
TXN002282,2021-09-06,2021,9,3,Monday,Books,Central,Mobile App,SP_033,8,27.73,0.0,221.84,172.72,0,S,0
TXN004420,2021-09-06,2021,9,3,Monday,Sports,South,Wholesale,SP_002,8,83.59,0.0,668.72,221.27,0,M,0
TXN004114,2021-09-07,2021,9,3,Tuesday,Home Goods,West,Online,SP_024,9,130.04,0.0,1170.36,464.9,0,L,0
TXN001027,2021-09-08,2021,9,3,Wednesday,Home Goods,East,Mobile App,SP_016,3,116.1,0.15,296.05,107.13,0,S,1
TXN002373,2021-09-08,2021,9,3,Wednesday,Sports,East,Online,SP_036,5,105.49,0.15,448.33,193.46,0,S,1
TXN000177,2021-09-08,2021,9,3,Wednesday,Sports,East,Mobile App,SP_004,6,83.13,0.2,399.02,174.82,0,S,1
TXN004174,2021-09-09,2021,9,3,Thursday,Sports,North,Retail Store,SP_039,11,99.57,0.1,985.74,448.56,1,M,1
TXN002832,2021-09-10,2021,9,3,Friday,Clothing,West,Online,SP_032,10,73.64,0.2,589.12,280.29,0,M,1
TXN000420,2021-09-10,2021,9,3,Friday,Books,West,Wholesale,SP_028,10,26.55,0.0,265.5,155.47,1,S,0
TXN002315,2021-09-10,2021,9,3,Friday,Home Goods,East,Mobile App,SP_025,5,103.01,0.1,463.55,192.44,0,S,1
TXN001304,2021-09-10,2021,9,3,Friday,Clothing,Central,Mobile App,SP_006,12,81.71,0.1,882.47,429.78,0,M,1
TXN004872,2021-09-11,2021,9,3,Saturday,Electronics,Central,Online,SP_010,5,490.25,0.15,2083.56,628.77,0,L,1
TXN002389,2021-09-11,2021,9,3,Saturday,Books,North,Retail Store,SP_016,4,27.32,0.05,103.82,68.03,0,XS,1
TXN001453,2021-09-11,2021,9,3,Saturday,Books,West,Online,SP_024,5,25.96,0.15,110.33,83.82,0,XS,1
TXN001330,2021-09-12,2021,9,3,Sunday,Clothing,North,Retail Store,SP_039,9,65.65,0.1,531.76,349.25,1,M,1
TXN001276,2021-09-12,2021,9,3,Sunday,Sports,Central,Retail Store,SP_013,4,105.43,0.1,379.55,169.55,0,S,1
TXN002772,2021-09-12,2021,9,3,Sunday,Books,Central,Mobile App,SP_001,6,23.09,0.1,124.69,83.4,0,XS,1
TXN000255,2021-09-12,2021,9,3,Sunday,Books,South,Wholesale,SP_011,6,23.23,0.0,139.38,79.92,0,XS,0
TXN002632,2021-09-12,2021,9,3,Sunday,Books,South,Retail Store,SP_004,6,24.83,0.1,134.08,95.39,0,XS,1
TXN003012,2021-09-13,2021,9,3,Monday,Books,North,Wholesale,SP_016,7,22.37,0.0,156.59,91.53,0,XS,0
TXN001122,2021-09-13,2021,9,3,Monday,Sports,East,Online,SP_030,8,100.11,0.0,800.88,312.3,0,M,0
TXN003029,2021-09-13,2021,9,3,Monday,Books,South,Mobile App,SP_006,7,22.54,0.15,134.11,81.44,1,XS,1
TXN002842,2021-09-13,2021,9,3,Monday,Clothing,West,Online,SP_023,6,80.74,0.05,460.22,261.77,0,S,1
TXN002481,2021-09-13,2021,9,3,Monday,Clothing,East,Retail Store,SP_022,15,74.44,0.15,949.11,431.04,0,M,1
TXN001289,2021-09-13,2021,9,3,Monday,Home Goods,North,Wholesale,SP_002,3,126.46,0.05,360.41,150.62,0,S,1
TXN001475,2021-09-13,2021,9,3,Monday,Sports,West,Mobile App,SP_027,8,108.37,0.0,866.96,284.21,0,M,0
TXN002754,2021-09-14,2021,9,3,Tuesday,Clothing,South,Wholesale,SP_020,11,76.85,0.05,803.08,494.7,0,M,1
TXN003843,2021-09-14,2021,9,3,Tuesday,Books,Central,Retail Store,SP_027,8,23.05,0.15,156.74,103.89,0,XS,1
TXN001656,2021-09-14,2021,9,3,Tuesday,Books,South,Mobile App,SP_038,7,27.79,0.1,175.08,132.11,0,XS,1
TXN004303,2021-09-15,2021,9,3,Wednesday,Books,South,Retail Store,SP_022,5,27.16,0.05,129.01,76.11,0,XS,1
TXN002892,2021-09-15,2021,9,3,Wednesday,Electronics,South,Online,SP_003,7,472.53,0.0,3307.71,947.84,0,L,0
TXN003058,2021-09-15,2021,9,3,Wednesday,Books,West,Wholesale,SP_009,9,23.64,0.05,202.12,107.39,0,S,1
TXN002635,2021-09-15,2021,9,3,Wednesday,Electronics,Central,Wholesale,SP_021,8,407.23,0.0,3257.84,958.08,1,L,0
TXN000163,2021-09-15,2021,9,3,Wednesday,Books,South,Online,SP_036,5,25.74,0.0,128.7,91.54,1,XS,0
TXN001118,2021-09-16,2021,9,3,Thursday,Books,Central,Wholesale,SP_014,8,21.26,0.0,170.08,102.76,0,XS,0
TXN003697,2021-09-16,2021,9,3,Thursday,Books,North,Wholesale,SP_019,9,24.7,0.05,211.18,116.79,0,S,1
TXN002769,2021-09-16,2021,9,3,Thursday,Electronics,West,Online,SP_006,6,516.59,0.1,2789.59,760.92,0,L,1
TXN003281,2021-09-17,2021,9,3,Friday,Home Goods,East,Retail Store,SP_010,6,103.26,0.2,495.65,238.53,0,S,1
TXN004633,2021-09-17,2021,9,3,Friday,Clothing,Central,Wholesale,SP_029,5,66.07,0.15,280.8,152.49,1,S,1
TXN001619,2021-09-17,2021,9,3,Friday,Sports,South,Wholesale,SP_003,4,83.36,0.0,333.44,118.41,0,S,0
TXN002812,2021-09-17,2021,9,3,Friday,Electronics,South,Wholesale,SP_019,6,489.72,0.0,2938.32,681.16,0,L,0
TXN001503,2021-09-17,2021,9,3,Friday,Home Goods,East,Mobile App,SP_013,12,137.67,0.2,1321.63,626.9,0,L,1
TXN003250,2021-09-18,2021,9,3,Saturday,Sports,South,Mobile App,SP_012,7,108.48,0.05,721.39,272.48,1,M,1
TXN000316,2021-09-18,2021,9,3,Saturday,Clothing,North,Online,SP_020,13,73.42,0.05,906.74,564.73,0,M,1
TXN001169,2021-09-18,2021,9,3,Saturday,Home Goods,Central,Retail Store,SP_034,9,103.31,0.1,836.81,401.53,0,M,1
TXN000478,2021-09-18,2021,9,3,Saturday,Clothing,North,Mobile App,SP_037,9,80.44,0.0,723.96,426.09,0,M,0
TXN002076,2021-09-18,2021,9,3,Saturday,Home Goods,Central,Retail Store,SP_038,9,134.96,0.05,1153.91,389.59,0,L,1
TXN002785,2021-09-18,2021,9,3,Saturday,Electronics,South,Wholesale,SP_013,4,511.02,0.0,2044.08,681.84,0,L,0
TXN002395,2021-09-19,2021,9,3,Sunday,Books,Central,Online,SP_016,8,23.29,0.1,167.69,99.15,0,XS,1
TXN001421,2021-09-19,2021,9,3,Sunday,Clothing,West,Wholesale,SP_021,9,78.63,0.05,672.29,399.86,0,M,1
TXN002145,2021-09-20,2021,9,3,Monday,Books,North,Mobile App,SP_005,10,23.63,0.05,224.48,131.98,0,S,1
TXN001004,2021-09-20,2021,9,3,Monday,Home Goods,East,Online,SP_022,8,127.86,0.0,1022.88,362.78,0,L,0
TXN001997,2021-09-21,2021,9,3,Tuesday,Clothing,North,Online,SP_008,9,66.32,0.0,596.88,298.55,0,M,0
TXN003579,2021-09-21,2021,9,3,Tuesday,Books,South,Mobile App,SP_019,6,24.14,0.1,130.36,77.18,0,XS,1
TXN002088,2021-09-21,2021,9,3,Tuesday,Home Goods,North,Online,SP_004,9,120.99,0.15,925.57,356.55,0,M,1
TXN002554,2021-09-21,2021,9,3,Tuesday,Electronics,Central,Retail Store,SP_024,12,498.01,0.2,4780.9,1216.29,0,L,1
TXN003456,2021-09-22,2021,9,3,Wednesday,Clothing,East,Wholesale,SP_005,11,67.36,0.0,740.96,404.52,0,M,0
TXN001229,2021-09-22,2021,9,3,Wednesday,Books,West,Mobile App,SP_005,12,25.86,0.0,310.32,227.72,0,S,0
TXN000728,2021-09-23,2021,9,3,Thursday,Clothing,North,Retail Store,SP_007,20,65.32,0.05,1241.08,731.09,1,L,1
TXN002477,2021-09-23,2021,9,3,Thursday,Home Goods,Central,Retail Store,SP_032,9,105.65,0.2,760.68,354.47,1,M,1
TXN000535,2021-09-23,2021,9,3,Thursday,Books,West,Mobile App,SP_026,8,25.07,0.05,190.53,126.11,0,XS,1
TXN001798,2021-09-23,2021,9,3,Thursday,Home Goods,East,Mobile App,SP_039,6,129.06,0.1,696.92,252.76,0,M,1
TXN002442,2021-09-24,2021,9,3,Friday,Books,South,Wholesale,SP_002,4,25.68,0.05,97.58,57.79,1,XS,1
TXN000165,2021-09-24,2021,9,3,Friday,Books,East,Retail Store,SP_008,5,27.8,0.1,125.1,92.44,1,XS,1
TXN001040,2021-09-24,2021,9,3,Friday,Books,West,Wholesale,SP_029,8,28.64,0.05,217.66,163.12,0,S,1
TXN004051,2021-09-24,2021,9,3,Friday,Sports,West,Online,SP_001,12,96.43,0.15,983.59,316.68,1,M,1
TXN004026,2021-09-24,2021,9,3,Friday,Home Goods,North,Retail Store,SP_035,6,135.62,0.0,813.72,303.36,0,M,0
TXN001201,2021-09-25,2021,9,3,Saturday,Clothing,South,Mobile App,SP_024,5,80.76,0.0,403.8,249.95,0,S,0
TXN000473,2021-09-25,2021,9,3,Saturday,Home Goods,South,Wholesale,SP_004,7,127.75,0.0,894.25,340.75,0,M,0
TXN004900,2021-09-25,2021,9,3,Saturday,Electronics,East,Retail Store,SP_032,7,471.29,0.05,3134.08,955.82,0,L,1
TXN002786,2021-09-25,2021,9,3,Saturday,Books,North,Mobile App,SP_022,8,22.94,0.15,155.99,121.13,0,XS,1
TXN001492,2021-09-25,2021,9,3,Saturday,Sports,East,Retail Store,SP_016,7,92.7,0.1,584.01,203.39,0,M,1
TXN002378,2021-09-25,2021,9,3,Saturday,Home Goods,Central,Mobile App,SP_014,6,104.01,0.0,624.06,231.24,0,M,0
TXN002026,2021-09-25,2021,9,3,Saturday,Sports,East,Online,SP_007,11,105.43,0.1,1043.76,409.92,1,L,1
TXN004253,2021-09-25,2021,9,3,Saturday,Clothing,East,Mobile App,SP_035,13,83.68,0.15,924.66,485.16,0,M,1
TXN000558,2021-09-25,2021,9,3,Saturday,Sports,West,Online,SP_027,8,103.28,0.05,784.93,292.78,1,M,1
TXN003124,2021-09-25,2021,9,3,Saturday,Electronics,West,Wholesale,SP_003,8,507.96,0.0,4063.68,1010.53,0,L,0
TXN000973,2021-09-26,2021,9,3,Sunday,Electronics,West,Wholesale,SP_020,6,467.24,0.1,2523.1,671.33,1,L,1
TXN002917,2021-09-27,2021,9,3,Monday,Electronics,South,Wholesale,SP_030,7,412.06,0.0,2884.42,762.95,0,L,0
TXN002500,2021-09-27,2021,9,3,Monday,Sports,North,Wholesale,SP_024,9,98.38,0.0,885.42,344.88,0,M,0
TXN000774,2021-09-27,2021,9,3,Monday,Clothing,North,Wholesale,SP_039,13,70.25,0.05,867.59,398.2,0,M,1
TXN000792,2021-09-27,2021,9,3,Monday,Clothing,North,Wholesale,SP_001,13,68.47,0.05,845.6,536.64,0,M,1
TXN000149,2021-09-27,2021,9,3,Monday,Electronics,East,Wholesale,SP_027,12,444.8,0.0,5337.6,1576.55,1,XL,0
TXN000938,2021-09-28,2021,9,3,Tuesday,Sports,East,Mobile App,SP_029,5,84.49,0.1,380.2,162.92,1,S,1
TXN000029,2021-09-28,2021,9,3,Tuesday,Books,Central,Mobile App,SP_016,7,26.01,0.1,163.86,87.14,0,XS,1
TXN004424,2021-09-28,2021,9,3,Tuesday,Sports,North,Mobile App,SP_026,8,90.34,0.2,578.18,238.66,0,M,1
TXN002092,2021-09-28,2021,9,3,Tuesday,Sports,North,Online,SP_009,7,105.56,0.0,738.92,276.06,0,M,0
TXN000416,2021-09-28,2021,9,3,Tuesday,Sports,North,Retail Store,SP_025,8,86.32,0.0,690.56,227.38,0,M,0
TXN004281,2021-09-28,2021,9,3,Tuesday,Electronics,Central,Retail Store,SP_023,5,449.04,0.0,2245.2,715.02,1,L,0
TXN003265,2021-09-28,2021,9,3,Tuesday,Electronics,Central,Online,SP_023,4,493.08,0.05,1873.7,449.47,0,L,1
TXN000404,2021-09-29,2021,9,3,Wednesday,Clothing,South,Wholesale,SP_016,8,84.12,0.1,605.66,332.17,0,M,1
TXN002919,2021-09-29,2021,9,3,Wednesday,Home Goods,North,Wholesale,SP_004,7,119.52,0.05,794.81,368.31,0,M,1
TXN000580,2021-09-29,2021,9,3,Wednesday,Clothing,Central,Wholesale,SP_008,14,85.3,0.1,1074.78,491.28,0,L,1
TXN002312,2021-09-29,2021,9,3,Wednesday,Electronics,South,Retail Store,SP_003,10,514.79,0.1,4633.11,1149.94,0,L,1
TXN002313,2021-09-30,2021,9,3,Thursday,Clothing,East,Online,SP_037,18,69.5,0.0,1251.0,598.69,1,L,0
TXN000418,2021-09-30,2021,9,3,Thursday,Clothing,North,Online,SP_040,23,84.92,0.1,1757.84,1014.46,0,L,1
TXN003585,2021-10-01,2021,10,4,Friday,Clothing,East,Online,SP_005,8,80.82,0.15,549.58,298.77,0,M,1
TXN000901,2021-10-01,2021,10,4,Friday,Electronics,Central,Mobile App,SP_011,8,502.85,0.0,4022.8,1283.03,0,L,0
TXN002322,2021-10-01,2021,10,4,Friday,Electronics,South,Mobile App,SP_025,8,426.12,0.0,3408.96,810.44,0,L,0
TXN003994,2021-10-02,2021,10,4,Saturday,Home Goods,East,Online,SP_040,8,133.86,0.0,1070.88,364.8,0,L,0
TXN000540,2021-10-02,2021,10,4,Saturday,Home Goods,West,Wholesale,SP_013,10,103.0,0.0,1030.0,388.76,0,L,0
TXN000389,2021-10-02,2021,10,4,Saturday,Home Goods,North,Retail Store,SP_020,7,119.5,0.0,836.5,296.38,0,M,0
TXN003601,2021-10-02,2021,10,4,Saturday,Electronics,East,Online,SP_038,9,424.79,0.0,3823.11,1169.13,0,L,0
TXN004595,2021-10-02,2021,10,4,Saturday,Electronics,East,Wholesale,SP_019,6,501.69,0.05,2859.63,677.66,1,L,1
TXN001286,2021-10-03,2021,10,4,Sunday,Clothing,West,Retail Store,SP_033,13,72.61,0.15,802.34,401.16,0,M,1
TXN004107,2021-10-03,2021,10,4,Sunday,Clothing,Central,Mobile App,SP_034,12,77.0,0.05,877.8,423.1,0,M,1
TXN004200,2021-10-03,2021,10,4,Sunday,Clothing,North,Online,SP_017,13,78.61,0.1,919.74,585.05,0,M,1
TXN000046,2021-10-03,2021,10,4,Sunday,Home Goods,North,Online,SP_036,2,116.12,0.0,232.24,95.1,0,S,0
TXN004278,2021-10-03,2021,10,4,Sunday,Sports,West,Online,SP_018,2,107.87,0.1,194.17,63.58,0,XS,1
TXN002800,2021-10-03,2021,10,4,Sunday,Sports,North,Online,SP_019,6,99.92,0.2,479.62,157.91,0,S,1
TXN003665,2021-10-04,2021,10,4,Monday,Electronics,Central,Wholesale,SP_002,11,436.82,0.2,3844.02,925.59,0,L,1
TXN000751,2021-10-04,2021,10,4,Monday,Sports,Central,Retail Store,SP_032,6,89.35,0.0,536.1,215.97,0,M,0
TXN001086,2021-10-04,2021,10,4,Monday,Electronics,South,Online,SP_002,6,424.46,0.1,2292.08,758.24,0,L,1
TXN000771,2021-10-04,2021,10,4,Monday,Sports,South,Retail Store,SP_021,5,97.15,0.0,485.75,217.85,0,S,0
TXN002210,2021-10-04,2021,10,4,Monday,Clothing,North,Mobile App,SP_010,12,82.01,0.1,885.71,490.7,0,M,1
TXN003392,2021-10-05,2021,10,4,Tuesday,Home Goods,North,Wholesale,SP_040,3,109.84,0.2,263.62,99.72,0,S,1
